nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0680707	Peter Phillips	NA	NA	writer	tt0058836
nm0680737	Robin Phillips	1942	2015	actor,director,miscellaneous	tt0061253,tt0423625,tt0056751,tt0401061
nm0680743	Rog Phillips	1909	1965	writer	tt1106823,tt0163475,tt0058836
nm0680795	Siân Phillips	1933	NA	actress,soundtrack	tt0074006,tt0082186,tt0087182,tt0106226
nm0680914	Eden Phillpotts	1862	1960	writer	tt0231608,tt0339445,tt0009595,tt0018876
nm0681052	Thomas Phipps	1913	2003	writer	tt0041061,tt0318215,tt0041024,tt0041037
nm0681318	Barbara Piazza	NA	NA	writer	tt0111876,tt0934339,tt0193258,tt0806910
nm0681444	Pablo Picasso	1881	1973	art_department,writer,miscellaneous	tt0064091,tt8791994,tt0123998,tt0337741
nm0681566	Michel Piccoli	1925	2020	actor,producer,director	tt0118613,tt1456472,tt0057345,tt0061395
nm0681679	Anne Pichon	1914	2009	actress	tt1730121,tt1176417,tt0397837,tt0027608
nm0681826	Donald Pickering	1933	2009	actor	tt0176357,tt0075784,tt0075557,tt0120483
nm0681902	Lenny Pickett	1954	NA	music_department,soundtrack,composer	tt0072562,tt0094738,tt0125664,tt0483726
nm0681923	Alan Pickford	1929	2002	production_designer,art_director	tt0075592,tt0086739,tt0180355,tt1046815
nm0681975	Ronald Pickup	1940	NA	actor,soundtrack	tt1412386,tt4555426,tt0091530,tt0473075
nm0682061	Andrew Piddington	1949	NA	director,writer,producer	tt12663590,tt0171308,tt0881934,tt0102920
nm0682126	Matt Piedmont	NA	NA	writer,director,producer	tt3864034,tt0072562,tt1702425,tt2884286
nm0682222	Yvette Pienne	1896	1991	actress,writer	tt0417384,tt4184022,tt0029394,tt0378089
nm0682435	Norman Pierce	1900	1968	actor	tt0036112,tt0033016,tt0989125,tt0040145
nm0682734	Arthur Pierson	1901	1975	miscellaneous,producer,director	tt0187669,tt0043651,tt0047771,tt0041363
nm0682757	Frank Pierson	1925	2012	producer,writer,director	tt0061512,tt0804503,tt0072890,tt0100404
nm0683104	Colin Pigott	NA	NA	production_designer,art_department,art_director	tt0071041,tt0066666,tt0257295,tt0429378
nm0683229	John Pike	1945	NA	actor	tt0051286,tt0046788,tt1675888,tt0053994
nm0683793	Ping-Ou Wei	1929	1989	actor,assistant_director,writer	tt0068676,tt0068935,tt0121905,tt0068767
nm0683980	Lester Pine	1917	2001	writer	tt0058816,tt0051301,tt0071334,tt0064827
nm0683984	Phillip Pine	1920	2006	actor,writer,director	tt0060028,tt0052520,tt0196865,tt0135613
nm0684083	Tullio Pinelli	1908	2009	writer	tt0053779,tt0050783,tt0056801,tt0047528
nm0684093	Arthur Wing Pinero	1855	1934	writer	tt0007990,tt0006129,tt0009952,tt0011459
nm0684719	Ernest Pintoff	1931	2002	director,music_department,producer	tt0056965,tt0053425,tt0067030,tt0069797
nm0684872	Anne Piper	1920	2017	writer	tt0064723,tt0057195,tt0084931,tt0441950
nm0684897	Henriette Piper	1951	NA	writer,actress	tt0087514,tt0826960,tt0806910,tt1803187
nm0684992	Turk Pipkin	NA	NA	actor,writer,director	tt0118111,tt0405296,tt1458956,tt0387808
nm0685063	Luigi Pirandello	1867	1936	writer	tt13107800,tt0015801,tt0451808,tt0164084
nm0685168	David Pirie	NA	NA	writer,producer,actor	tt0137279,tt0101040,tt1333192,tt0097963
nm0685265	Robert Pirosh	1910	1989	miscellaneous,writer,director	tt0043590,tt0034881,tt0041163,tt0055666
nm0685442	Erwin Piscator	1893	1966	director,writer	tt0025953,tt0176827,tt11269084,tt6707022
nm0685472	Joe Piscopo	1951	NA	actor,writer,soundtrack	tt0072562,tt0094961,tt0092226,tt0087507
nm0685694	Wensley Pithey	1914	1993	actor	tt0063385,tt0259784,tt0055701,tt0303509
nm0685904	William Pittenger	1840	1904	writer	tt0017925
nm0685957	Montgomery Pittman	1917	1962	writer,director,actor	tt0052520,tt0049088,tt0050037,tt0051247
nm0686786	Alan Plater	1935	2010	writer,script_department,music_department	tt0094576,tt0062561,tt0412046,tt0147760
nm0686817	Plato	NA	NA	writer	tt1943721,tt4515364,tt0234900,tt0032948
nm0686910	Victor Platt	1920	2017	actor	tt0212708,tt0054536,tt3092132,tt0051305
nm0686915	Rudolf Platte	1904	1984	actor,soundtrack	tt0284174,tt0051053,tt0023046,tt0084654
nm0686974	Titus Maccius Plautus	NA	NA	writer	tt0989125,tt0060438,tt0184402,tt0026069
nm0687002	Paul Playdon	1943	NA	writer,producer,miscellaneous	tt0068044,tt0069606,tt0060009,tt0058855
nm0687081	Angela Pleasence	1941	NA	actress	tt0217505,tt0077936,tt1186356,tt1240982
nm0687090	Susan Pleat	NA	NA	writer,producer	tt0053494,tt0080234,tt0083392,tt11842462
nm0687521	Agnes Pluch	1968	NA	writer,producer	tt3886222,tt1337338,tt1911663,tt7334972
nm0687648	Peter Plummer	NA	NA	director,producer,writer	tt0339964,tt0181217,tt0065926,tt0181240
nm0687765	Hasso Plötze	1921	NA	writer	tt0377174,tt0077076,tt0806910,tt0196279
nm0687923	Maurice Podbrey	1934	NA	actor	tt0122356,tt0072406,tt0082498,tt0212698
nm0687998	Alois Podhajsky	1898	1973	writer,actor	tt0057312,tt0044187,tt0046593
nm0688117	James Poe	1921	1980	writer	tt0048960,tt0065088,tt0057251,tt0051459
nm0688261	S. Lee Pogostin	1926	2014	writer,director	tt0056742,tt0064406,tt0044245,tt0085678
nm0688333	Frederik Pohl	1919	2013	writer,producer	tt0211692,tt4858200,tt0086814,tt0043238
nm0688384	Eric Pohlmann	1913	1979	actor	tt0052946,tt0072081,tt0046085,tt1030655
nm0688853	Joseph F. Poland	1892	1962	writer,editorial_department,miscellaneous	tt0036697,tt0033040,tt0031903,tt0033317
nm0688900	Ayse Polat	1970	NA	director,writer,producer	tt1651092,tt0494572,tt0215532,tt0373823
nm0688942	Joseph Pole	NA	NA	writer	tt0914702,tt0053913
nm0689081	Stephen Poliakoff	1952	NA	writer,director,producer	tt0101595,tt0256019,tt0349747,tt2163315
nm0689347	Martin Poll	1922	2012	producer,executive	tt0073312,tt0319754,tt0082817,tt0063227
nm0689638	Channing Pollock	1880	1946	writer,soundtrack	tt0020103,tt0030449,tt0011684,tt0004654
nm0689728	Michel Polnareff	1944	NA	soundtrack,composer,music_department	tt0074802,tt0088344,tt0068026,tt0309987
nm0689796	Abraham Polonsky	1910	1999	writer,script_department,director	tt0040366,tt0157243,tt0039204,tt0065079
nm0689984	Jiri Polák	NA	NA	writer,script_department	tt4335722,tt0806910,tt1339044,tt0122267
nm0690168	Jürgen Pomorin	1953	NA	writer	tt0920540,tt0968897,tt0806910,tt0874686
nm0690637	Alex Ponti	1953	NA	producer	tt0077800,tt0094508,tt0102603,tt0098244
nm0690638	Carlo Ponti	1912	2007	producer,miscellaneous,production_manager	tt0047528,tt0059113,tt0060176,tt0057345
nm0690772	Jocelyn Pook	1960	NA	composer,soundtrack,music_department	tt0217505,tt3750872,tt0120663,tt0379889
nm0690910	Alan Poolman	1924	1988	actor,writer	tt1330949,tt0212698,tt0041900
nm0691078	Angela Pope	1945	NA	director,producer,writer	tt0109374,tt0183334,tt0297626,tt0113314
nm0691284	Zelda Popkin	1898	1983	writer	tt0047745,tt0066976,tt0047756
nm0691542	Harry Poppe Jr.	1920	2003	writer	tt0052472,tt0041038,tt0047747,tt0043232
nm0691555	Nils Poppe	1908	2000	actor,writer,soundtrack	tt0039862,tt0038830,tt0050976,tt0045714
nm0691602	Jack Popplewell	1911	1996	writer,soundtrack	tt0052315,tt0441950,tt0320048,tt0066385
nm0692108	Eleanor H. Porter	1868	1920	writer	tt0043873,tt0011588,tt0010054,tt8430062
nm0692110	Eric Porter	1928	1995	actor,miscellaneous	tt0071270,tt0069947,tt0061253,tt0059263
nm0692188	Katherine Anne Porter	1890	1980	writer	tt0044290,tt0059712,tt0176357,tt0233023
nm0692714	Geoff Posner	1950	NA	director,producer,production_manager	tt0358856,tt0098817,tt0296321,tt0149542
nm0692872	Ted Post	1918	2013	director,writer,actor	tt0065462,tt0046660,tt0061747,tt0070355
nm0693259	Dennis Potter	1935	1994	writer,producer,director	tt0082894,tt0058853,tt0085615,tt0107423
nm0693281	H.C. Potter	1904	1977	director,writer,miscellaneous	tt0039370,tt0031102,tt0033029,tt0031983
nm0693318	Martin Potter	1944	NA	actor	tt0064940,tt0166037,tt0072532,tt0067483
nm0693339	Peter Potter	NA	NA	director,producer	tt0297621,tt0989125,tt0441950,tt0058836
nm0693376	Gerald Potterton	1931	NA	director,animation_department,writer	tt0059631,tt0055849,tt0070589,tt0082509
nm0693956	Jon Povill	NA	NA	writer,producer,script_department	tt0159920,tt0100802,tt1386703,tt0112167
nm0694090	Dick Powell	1904	1963	actor,producer,soundtrack	tt0044391,tt0037062,tt0037101,tt0037615
nm0694176	John Wesley Powell	1834	1902	writer	tt0046593,tt0054372
nm0694209	Lester Powell	1912	1993	writer	tt0050064,tt0176800,tt0054518,tt0039123
nm0694293	Robert Powell	1944	NA	actor,miscellaneous	tt0064505,tt0078389,tt0080842,tt0071797
nm0694341	Tristram Powell	1940	NA	director,miscellaneous,producer	tt0179586,tt0101324,tt0297626,tt0176357
nm0694344	Vince Powell	1928	2009	writer,script_department,editor	tt0163470,tt0068096,tt0066633,tt0065295
nm0694403	Hartley Power	1893	1966	actor	tt0037635,tt0989125,tt0046072,tt0046250
nm0694643	William T. Powers	NA	NA	writer	tt0212699
nm0694696	Stephen Powys	1906	1979	writer,soundtrack	tt0095488,tt0039026,tt0033918,tt0030864
nm0695080	Bill Prady	1960	NA	producer,writer,miscellaneous	tt0460671,tt0112124,tt0118303,tt0898266
nm0695111	Stanley Prager	1917	1972	director,producer,actor	tt0042530,tt0041524,tt0233023,tt0056778
nm0695292	Leonard Praskins	1896	1968	writer,script_department	tt0047041,tt0022689,tt0026164,tt0031470
nm0695511	Mike Pratt	1931	1976	actor,soundtrack,writer	tt0423055,tt0063946,tt0069273,tt0059646
nm0695591	Hana Maria Pravda	1916	2008	actress	tt1330949,tt0089003,tt0063893,tt0096332
nm0695667	John Prebble	1915	2001	writer,miscellaneous	tt0060484,tt0058777,tt0055207,tt1614886
nm0695784	Tim Preece	1938	NA	actor,writer	tt0241025,tt0421372,tt1139328,tt0092428
nm0695801	Janey Preger	NA	NA	writer	tt0053494,tt0080253,tt0096555,tt0080013
nm0695937	Otto Preminger	1905	1986	director,producer,actor	tt0046828,tt0037008,tt0052561,tt0046359
nm0696189	Robert Presnell Jr.	1914	1986	writer,director	tt0066691,tt0048301,tt0052520,tt0065317
nm0696190	Robert Presnell Sr.	1894	1969	writer,producer,miscellaneous	tt0028132,tt0039389,tt0028087,tt0033891
nm0696247	Emeric Pressburger	1902	1988	writer,producer,director	tt0038733,tt0040725,tt0044103,tt0035153
nm0696412	Earl G. Preston	NA	2015	art_director,production_designer,art_department	tt0094787,tt0078872,tt0082498,tt0226380
nm0696455	Leonard Preston	NA	NA	actor,writer	tt0088512,tt0079378,tt0397791,tt0118292
nm0696481	Robert Preston	1918	1987	actor,soundtrack	tt0084865,tt0083015,tt0056262,tt0087597
nm0696615	Werner Preuss	NA	NA	editor,production_manager,producer	tt0235605,tt0050746,tt0109086,tt0063920
nm0696662	Steve Previn	1925	1993	director,editor,producer	tt0041014,tt0069995,tt0043199,tt0046642
nm0696866	Dennis Price	1915	1973	actor	tt0052911,tt0055361,tt0041546,tt0061075
nm0696891	Eugene Price	1932	2001	writer,miscellaneous,actor	tt0065802,tt0068135,tt0072559,tt0068413
nm0696893	Evadne Price	1888	1985	writer,actress	tt0134321,tt0030367,tt0028516,tt0026868
nm0697157	Stanley Price	1931	2019	writer,actor	tt0297626,tt0076091,tt0075214,tt0060121
nm0697362	J.B. Priestley	1894	1984	writer,producer	tt0042665,tt0023293,tt0408985,tt1537041
nm0697371	Tom Priestley	1932	NA	editor,editorial_department,sound_department	tt0100054,tt0059646,tt0087803,tt0068473
nm0697448	Claudia Prietzel	1958	NA	director,writer,assistant_director	tt0101472,tt0194337,tt0338369,tt0806910
nm0697701	Peter Prince	1942	NA	writer	tt0078037,tt0087414,tt0105790,tt2151857
nm0697785	Andrew Prine	1936	NA	actor,writer	tt0091003,tt0107007,tt0056241,tt1731697
nm0697799	Bryan Pringle	1935	2002	actor,soundtrack	tt0088846,tt0066858,tt0091178,tt0120731
nm0697926	Allan Prior	1922	2006	writer,director,actor	tt0129723,tt0071059,tt0076987,tt1620666
nm0698075	Terry Pritchard	NA	NA	production_designer,art_director,art_department	tt0089087,tt0095053,tt0082416,tt0245844
nm0698115	V.S. Pritchett	1900	1997	writer	tt1863229,tt0298665,tt0204701,tt0055657
nm0698257	Peter Probst	1957	NA	writer,actor,director	tt0806910,tt6424560,tt1434613,tt2162289
nm0698283	Andreas Prochaska	1964	NA	director,editor,producer	tt1663636,tt5830254,tt1188993,tt2650978
nm0698795	Max Pross	1957	NA	producer,writer,miscellaneous	tt0098904,tt0090459,tt0096697,tt0338647
nm0698989	Olive Higgins Prouty	1882	1974	writer	tt0044265,tt0016395,tt0029608,tt0035140
nm0699419	Maureen Pryor	1922	1977	actress	tt0046535,tt0161126,tt0047310,tt0423751
nm0699875	John Pudney	1909	1977	writer	tt0038238,tt0046793,tt0046867,tt0046123
nm0700020	Claude-André Puget	1905	1975	writer,music_department	tt0186205,tt0025480,tt0052090,tt0028756
nm0700112	Aldo Puglisi	1935	NA	actor	tt0058335,tt0067639,tt0058564,tt0063485
nm0700474	Jack Pulman	1925	1979	writer	tt0060676,tt0054678,tt0065711,tt0060592
nm0700796	John Purdie	NA	NA	producer,director,editor	tt0083127,tt0275864,tt0267154,tt0176357
nm0700804	Herbert Purdom	1921	1993	writer,producer	tt0078627,tt0045219,tt0047747,tt0043182
nm0700842	Rai Purdy	1910	1990	director,producer	tt0197191,tt12454760,tt0044284,tt1020531
nm0700966	Philip Purser	1925	NA	writer	tt0159164,tt0078033,tt0058853,tt0450909
nm0700991	Peter Purtschert	NA	NA	writer	tt0272647,tt0806910,tt1105282,tt0295636
nm0700996	Willy Purucker	1925	2015	writer,director	tt0096640,tt0118026,tt0806910,tt5169808
nm0701071	Frederick Pusey	1909	1983	production_designer,art_director,art_department	tt0031831,tt0033627,tt0029171,tt0072520
nm0701090	Alexander Pushkin	1799	1837	writer,soundtrack	tt0174157,tt0015772,tt4136084,tt2258477
nm0701298	David Puttnam	1941	NA	producer,music_department,executive	tt0091530,tt0082158,tt0087553,tt0077928
nm0701374	Mario Puzo	1920	1999	writer	tt0068646,tt0099674,tt0071562,tt0078346
nm0701500	Denver Pyle	1920	1997	actor,director,soundtrack	tt0053479,tt0061418,tt0056217,tt0110478
nm0701540	Frederick Pyne	1936	NA	actor	tt0068069,tt0063692,tt0173591,tt0783546
nm0701543	Natasha Pyne	1946	NA	actress	tt0061407,tt0075016,tt0058011,tt0256023
nm0702729	Will Quadflieg	1914	2003	actor,director	tt1633987,tt0103432,tt0048308,tt0163624
nm0703033	Anthony Quayle	1913	1989	actor,miscellaneous	tt0056172,tt0054953,tt0074452,tt0081900
nm0703231	John Quentin	1935	NA	actor	tt0094525,tt0083987,tt0108583,tt0423697
nm0703473	Gisela Quicker	NA	NA	editorial_department,editor	tt0366561,tt1157603,tt0059986
nm0703501	Godfrey Quigley	1923	1994	actor	tt0072684,tt0067128,tt0085478,tt0066921
nm0703615	Denis Quilley	1927	2003	actor	tt0089420,tt0154091,tt0071877,tt0083908
nm0703800	Colin Quinn	1959	NA	actor,writer,producer	tt1375670,tt0120770,tt3314416,tt3152624
nm0703827	Don Quinn	1900	1967	writer,music_department,script_department	tt0053509,tt0046587,tt0046606,tt0036902
nm0703867	James Quinn	NA	NA	director,assistant_director	tt0076729,tt0115277,tt0103486,tt0087363
nm0704457	Oscar Quitak	1926	NA	actor,producer	tt0094576,tt0167703,tt0210636,tt0088846
nm0705382	Ronald Radd	1929	1976	actor	tt0061594,tt0061238,tt0055701,tt0063569
nm0705407	Sabine Radebold	1969	NA	actress,writer	tt6280900,tt0349686,tt0108315,tt0806910
nm0705528	Lionel Radford	NA	NA	production_designer	tt0058836,tt0396378,tt6841448,tt0057735
nm0705535	Michael Radford	1946	NA	director,writer,actor	tt0087803,tt0379889,tt2113659,tt0110877
nm0705717	Gilda Radner	1946	1989	actress,soundtrack,writer	tt0072562,tt0070290,tt0091178,tt0084049
nm0705852	Samira Radsi	1968	NA	director,assistant_director,writer	tt8416494,tt6879486,tt1672069,tt4445154
nm0706296	Stewart Raffill	1942	NA	director,miscellaneous,writer	tt0082516,tt0105104,tt0087451
nm0706593	Jack Ragotzy	1921	2003	actor,director,writer	tt0054531,tt0058816,tt0446859,tt0083470
nm0706703	Mady Rahl	1915	2009	actress,soundtrack	tt1542995,tt0131466,tt0058292,tt0058197
nm0706937	Douglas Rain	1928	2018	actor,soundtrack	tt0086837,tt0224397,tt0348926,tt0062622
nm0706993	Norman Reilly Raine	1894	1971	writer	tt0029843,tt0036518,tt0046287,tt0029146
nm0707077	Ford Rainey	1908	2005	actor	tt0082495,tt0071054,tt0071970,tt0050086
nm0707213	Milton Raison	1903	1982	writer,soundtrack	tt0039972,tt0029543,tt0041918,tt0033250
nm0707597	Alvin Rakoff	1927	NA	director,producer,writer	tt0164285,tt0989125,tt0067711,tt0084875
nm0707695	Paul Raley	1944	2015	producer,miscellaneous,writer	tt0106017,tt1655612,tt0078569,tt0086770
nm0707804	Gilbert Ralston	1912	1999	producer,writer	tt0058816,tt0060028,tt0058855,tt0067991
nm0707826	Marcia Ralston	1906	1988	actress,soundtrack	tt0028679,tt0029541,tt0034002,tt0028842
nm0708093	Marie Rambert	1888	1982	actress,director,casting_director	tt1982423,tt4334118,tt0040725,tt0022797
nm0709446	Ayn Rand	1905	1982	writer,actress,editorial_department	tt5564144,tt0480239,tt0033954,tt0037885
nm0709681	Ron Randell	1918	2005	actor	tt0039228,tt0056197,tt0055047,tt0045963
nm0709704	Tony Randall	1920	2004	actor,soundtrack	tt0309530,tt0053172,tt0068555,tt0065329
nm0709888	Clemence Randolph	NA	NA	writer	tt0023369,tt0275822,tt0161126
nm0709994	Boris Ranevsky	1891	NA	actor	tt0259792,tt0025131,tt0447202,tt0019247
nm0710383	Peter Ransley	NA	NA	writer	tt0939235,tt0423651,tt0075592,tt0107088
nm0710683	Maurice Rapf	1914	2003	writer,director	tt0032132,tt0030738,tt0034568,tt0029892
nm0710698	Frederic Raphael	1931	NA	writer,actor,director	tt0059084,tt0062407,tt0355117,tt0120663
nm0710723	Samson Raphaelson	1896	1983	writer	tt0034248,tt0033045,tt0023622,tt0040869
nm0710755	Gino Rapisarda	NA	NA	writer,actor,music_department	tt0108810,tt0806910,tt0115516
nm0710924	Irving Rapper	1898	1999	miscellaneous,director,assistant_director	tt0029843,tt0035140,tt0038461,tt0038026
nm0711014	Tony Rosato	1954	2017	actor,writer	tt0088582,tt0090847,tt0094217,tt0117593
nm0711110	Jim Rash	1971	NA	actor,producer,writer	tt1727388,tt1033575,tt1439629,tt0405325
nm0711268	Harry Rasky	1928	2007	director,writer,producer	tt0131963,tt0076151,tt0206310,tt0078798
nm0711725	Wolf Rahtjen	1923	2003	actor,miscellaneous,director	tt0370474,tt0347597,tt0207081,tt0061289
nm0711733	Jochen Rathmann	NA	NA	actor	tt0336424,tt0168313,tt0793361,tt0052443
nm0711855	Gregory Ratoff	1897	1960	actor,director,producer	tt0041501,tt0042192,tt0051028,tt0023302
nm0711905	Terence Rattigan	1911	1977	writer,actor	tt0043362,tt0050861,tt0052182,tt0044446
nm0712029	Herman Raucher	1928	NA	writer	tt0076507,tt0064123,tt0230838,tt0067803
nm0712362	Simon Raven	1927	2001	writer	tt0064757,tt0075557,tt0067907,tt0068054
nm0712577	Christopher Rawlence	NA	NA	director,producer,writer	tt0206501,tt0097894,tt0093487,tt0239155
nm0712605	Frederick Rawlings	1915	2003	actor,writer	tt0329247,tt0441950,tt0062574,tt0054536
nm0712619	Richard L. Rawlings	1916	1992	cinematographer,camera_department,miscellaneous	tt0058855,tt0085088,tt0088496,tt0081856
nm0712731	Aldo Ray	1926	1991	actor,soundtrack	tt0084649,tt0048801,tt0053752,tt0045012
nm0712947	Nicholas Ray	1911	1979	director,writer,actor	tt0042593,tt0048545,tt0075675,tt0079261
nm0712980	Robin Ray	1934	1998	actor,writer	tt0385428,tt0058182,tt6321414,tt0054463
nm0713128	David Rayfiel	1923	2011	writer,script_department,miscellaneous	tt0073802,tt0114319,tt0106918,tt1175709
nm0713231	Cyril Raymond	1899	1973	actor,writer	tt0037558,tt0031968,tt0021907,tt0325345
nm0713270	Gene Raymond	1908	1998	actor,soundtrack,writer	tt4513674,tt0027913,tt0040590,tt0028270
nm0713520	Sheila Raynor	1906	1998	actress,producer	tt0066921,tt0069568,tt0075005,tt0067388
nm0713523	William Raynor	1920	1994	writer,miscellaneous,script_department	tt0046105,tt0057760,tt0058805,tt0125631
nm0713725	Ben Rea	NA	NA	director,producer,actor	tt0075512,tt1982185,tt0202751,tt0074035
nm0713797	Anthony Read	1935	2015	writer,producer,script_department	tt0298668,tt0078665,tt0159187,tt0075561
nm0713872	Piers Paul Read	1941	NA	writer	tt0165592,tt0117077,tt0106246,tt0058853
nm0714083	James Reaney	1926	2008	writer,actor	tt0126615,tt0348926,tt2292781,tt5656204
nm0714116	John Reardon	1938	NA	director,producer	tt0086757,tt0078559,tt0072577,tt0891379
nm0714467	Klaus Recht	NA	NA	writer	tt0806910,tt4531102
nm0714874	Corin Redgrave	1939	2010	actor,soundtrack	tt0157583,tt0060665,tt0082348,tt0109831
nm0714878	Michael Redgrave	1908	1985	actor,writer,soundtrack	tt0030341,tt0039636,tt0043362,tt0055018
nm0714882	Mark Redhead	NA	NA	producer,director,miscellaneous	tt0398427,tt5116280,tt0283498,tt0280491
nm0714914	Dominik Reding	1969	NA	director,writer,art_department	tt0183076,tt0806910,tt0475278,tt0368326
nm0715068	Liam Redmond	1913	1989	actor,writer,soundtrack	tt0050766,tt0072684,tt0205872,tt0059221
nm0715081	Moira Redmond	1928	2006	actress,soundtrack	tt0063820,tt0329369,tt0054518,tt0058586
nm0715892	Clive Rees	1933	2020	director,writer	tt0069803,tt0098638,tt0958967,tt0212699
nm0715932	Llewellyn Rees	1901	1994	actor	tt0056751,tt0094336,tt0095159,tt0498853
nm0716074	Tom Reese	1928	2017	actor,soundtrack	tt0053270,tt0060728,tt0067927,tt0072496
